specie;genus;phylum;protein_name;aa_quantity;gene_name_locus_tag;gene_position;link;gene_genome
Amycolatopsis_keratiniphila;Amycolatopsis;Actinobacteria;Acetyl-CoA_synthetase;567;acs;4090413..4092116;https://www.ncbi.nlm.nih.gov/protein/AGM06302.1;https://www.ncbi.nlm.nih.gov/nuccore/505812666
Amycolatopsis_mediterranei;Amycolatopsis;Actinobacteria;Acetyl-CoA_synthetase;660;DV26_17480;14459..16441;https://www.ncbi.nlm.nih.gov/protein/KDO09532.1;https://www.ncbi.nlm.nih.gov/nuccore/641474867
Amycolatopsis_sacchari;Amycolatopsis;Actinobacteria;Acetyl-CoA_synthetase;516;SAMN05421835_12962;67653..69203;https://www.ncbi.nlm.nih.gov/protein/SFK70188.1;https://www.ncbi.nlm.nih.gov/nuccore/1099910517
Anaerotruncus_colihominis;Anaerotruncus;Firmicutes;Acetyl-CoA_synthetase;558;B5F55_09765;105631..107307;https://www.ncbi.nlm.nih.gov/protein/OUO67213.1;https://www.ncbi.nlm.nih.gov/nuccore/1198582712
Aneurinibacillus_migulanus;Aneurinibacillus;Firmicutes;Acetyl-CoA_synthetase;571;TS65_26995;550206..551921;https://www.ncbi.nlm.nih.gov/protein/KIV52230.1;https://www.ncbi.nlm.nih.gov/nuccore/758783765
Azospirillum_argentinense;Azospirillum;Proteobacteria;Acetyl-CoA_synthetase;646;ABAZ39_14205;2988922..2990862;https://www.ncbi.nlm.nih.gov/protein/EZQ09610.1;https://www.ncbi.nlm.nih.gov/nuccore/612170545
Azospirillum_brasilense;Azospirillum;Proteobacteria;Acetyl-CoA_synthetase;556;FE89_00050;13367..15037;https://www.ncbi.nlm.nih.gov/protein/OPH17363.1;https://www.ncbi.nlm.nih.gov/nuccore/1159220066
Azospirillum_thiophilum;Azospirillum;Proteobacteria;Acetyl-CoA_synthetase;588;VY88_30000;228895..230661;https://www.ncbi.nlm.nih.gov/protein/KJR61642.1;https://www.ncbi.nlm.nih.gov/nuccore/778292275
Azotobacter_chroococcum;Azotobacter;Proteobacteria;Acetyl-CoA_synthetase;645;ACG10_03985;885086..887023;https://www.ncbi.nlm.nih.gov/protein/ASL25553.1;https://www.ncbi.nlm.nih.gov/nuccore/1216347708
Azotobacter_vinelandii;Azotobacter;Proteobacteria;Acetyl-CoA_synthetase;629;Avin_10660;1010816..1012705;https://www.ncbi.nlm.nih.gov/protein/ACO77297.1;https://www.ncbi.nlm.nih.gov/nuccore/226717097
Bacillus_altitudinis;Bacillus;Firmicutes;Acetyl-CoA_synthetase;574;BAIE_04695;331638..333362;https://www.ncbi.nlm.nih.gov/protein/KJF48768.1;https://www.ncbi.nlm.nih.gov/nuccore/766988157
Bacillus_amyloliquefaciens;Bacillus;Firmicutes;Acetyl-CoA_synthetase;572;EF87_06670;8921..10639;https://www.ncbi.nlm.nih.gov/protein/KDN93373.1;https://www.ncbi.nlm.nih.gov/nuccore/641405361
Bacillus_anthracis;Bacillus;Firmicutes;Acetyl-CoA_synthetase;572;HYU01_23945;4449280..4450998;https://www.ncbi.nlm.nih.gov/protein/AIF58821.1;https://www.ncbi.nlm.nih.gov/nuccore/664791652
Bacillus_cereus;Bacillus;Firmicutes;Acetyl-CoA_synthetase;572;C175_04805;26118..27836;https://www.ncbi.nlm.nih.gov/protein/ETT84724.1;https://www.ncbi.nlm.nih.gov/nuccore/573586457
Bacillus_licheniformis;Bacillus;Firmicutes;Acetyl-CoA_synthetase;572;AWE49_11985;115235..116953;https://www.ncbi.nlm.nih.gov/protein/OAG79857.1;https://www.ncbi.nlm.nih.gov/nuccore/KV441613.1
Bacillus_mycoides;Bacillus;Firmicutes;Acetyl-CoA_synthetase;572;TU70_12810;29423..31141;https://www.ncbi.nlm.nih.gov/protein/KMQ17313.1;https://www.ncbi.nlm.nih.gov/nuccore/859595671
Bacillus_paralicheniformis;Bacillus;Firmicutes;Acetyl-CoA_synthetase;572;SC10_B2orf04812;3208617..3210335;https://www.ncbi.nlm.nih.gov/protein/AJO19545.1;https://www.ncbi.nlm.nih.gov/nuccore/757432803
Bacillus_pumilus;Bacillus;Firmicutes;Acetyl-CoA_synthetase;574;BW16_14120;2670077..2671801;https://www.ncbi.nlm.nih.gov/protein/AHL72469.1;https://www.ncbi.nlm.nih.gov/nuccore/594021901
Bacillus_safensis;Bacillus;Firmicutes;Acetyl-CoA_synthetase;574;ER50_17990;100138..101862;https://www.ncbi.nlm.nih.gov/protein/KEP28704.1;https://www.ncbi.nlm.nih.gov/nuccore/660805518
Bacillus_subtilis;Bacillus;Firmicutes;Acetyl-CoA_synthetase;572;acsA;4202..5920;https://www.ncbi.nlm.nih.gov/protein/AAA68287.1;https://www.ncbi.nlm.nih.gov/nuccore/861173
Bacillus_thuringiensis;Bacillus;Firmicutes;Acetyl-CoA_synthetase;572;BF15_23870;33071..34789;https://www.ncbi.nlm.nih.gov/protein/EXY09570.1;https://www.ncbi.nlm.nih.gov/nuccore/JEOF01000006.1
Bacillus_velezensis;Bacillus;Firmicutes;Acetyl-CoA_synthetase;572;IO97_00560;101831..103549;https://www.ncbi.nlm.nih.gov/protein/KFI16912.1;https://www.ncbi.nlm.nih.gov/nuccore/672874383
Bacillus_wiedmannii;Bacillus;Firmicutes;Acetyl-CoA_synthetase;572;TU50_04850;904910..906628;https://www.ncbi.nlm.nih.gov/protein/KMP30837.1;https://www.ncbi.nlm.nih.gov/nuccore/859505704
Bacteroides_caccae;Bacteroides;Bacteroidetes;Acetyl-CoA_synthetase;551;CGC64_05675;1452265..1453920;https://www.ncbi.nlm.nih.gov/protein/ASM65497.1;https://www.ncbi.nlm.nih.gov/nuccore/1238376358
Bacteroides_clarus;Bacteroides;Bacteroidetes;Acetyl-CoA_synthetase;551;B5F97_15270;64471..66126;https://www.ncbi.nlm.nih.gov/protein/OUN99828.1;https://www.ncbi.nlm.nih.gov/nuccore/1198513367
Bacteroides_eggerthii;Bacteroides;Bacteroidetes;Acetyl-CoA_synthetase;551;DWX01_02450;121121..122776;https://www.ncbi.nlm.nih.gov/protein/RGU02667.1;https://www.ncbi.nlm.nih.gov/nuccore/1469844970
Bacteroides_fragilis;Bacteroides;Bacteroidetes;Acetyl-CoA_synthetase;551;VU15_01820;455562..457217;https://www.ncbi.nlm.nih.gov/protein/AKA50569.1;https://www.ncbi.nlm.nih.gov/nuccore/794204258
Bacteroides_intestinalis;Bacteroides;Bacteroidetes;Acetyl-CoA_synthetase;551;DXD57_06740;60692..62347;https://www.ncbi.nlm.nih.gov/protein/RGJ57055.1;https://www.ncbi.nlm.nih.gov/nuccore/1466617390
Bacteroides_ovatus;Bacteroides;Bacteroidetes;Acetyl-CoA_synthetase;551;SAMN05192581_1003152;230530..232185;https://www.ncbi.nlm.nih.gov/protein/SDB75743.1;https://www.ncbi.nlm.nih.gov/nuccore/1087184537
Bacteroides_stercoris;Bacteroides;Bacteroidetes;Acetyl-CoA_synthetase;551;DXC41_09015;78683..80338;https://www.ncbi.nlm.nih.gov/protein/RGL91242.1;https://www.ncbi.nlm.nih.gov/nuccore/1466860367
Bacteroides_thetaiotaomicron;Bacteroides;Bacteroidetes;Acetyl-CoA_synthetase;551;SAMN05216253_11834;36093..37748;https://www.ncbi.nlm.nih.gov/protein/SEG61747.1;https://www.ncbi.nlm.nih.gov/nuccore/1090804826
Bacteroides_uniformis;Bacteroides;Bacteroidetes;Acetyl-CoA_synthetase;551;SAMN05444418_11864;80961..82616;https://www.ncbi.nlm.nih.gov/protein/SDZ11285.1;https://www.ncbi.nlm.nih.gov/nuccore/1089046998
Bacteroides_xylanisolvens;Bacteroides;Bacteroidetes;Acetyl-CoA_synthetase;551;SAMN04487924_14227;35799..37454;https://www.ncbi.nlm.nih.gov/protein/SEB16286.1;https://www.ncbi.nlm.nih.gov/nuccore/1089281573
Bordetella_ansorpii;Bordetella;Proteobacteria;Acetyl-CoA_synthetase;697;SAMEA1982600_00894;87578..89671;https://www.ncbi.nlm.nih.gov/protein/SAI00773.1;https://www.ncbi.nlm.nih.gov/nuccore/1018190440
Bordetella_bronchiseptica;Bordetella;Proteobacteria;Acetyl-CoA_synthetase;516;BBS798_0338;356571..358121;https://www.ncbi.nlm.nih.gov/protein/BAO67064.1;https://www.ncbi.nlm.nih.gov/nuccore/613405377
Bordetella_hinzii;Bordetella;Proteobacteria;Acetyl-CoA_synthetase;691;SAMEA4040645_02111;2270671..2272746;https://www.ncbi.nlm.nih.gov/protein/1231727382;https://www.ncbi.nlm.nih.gov/nuccore/1231725309
Bordetella_parapertussis;Bordetella;Proteobacteria;Acetyl-CoA_synthetase;543;BPP0944;318455..320086;https://www.ncbi.nlm.nih.gov/protein/CAE40351.1;https://www.ncbi.nlm.nih.gov/nuccore/BX640425.1
Bordetella_pertussis;Bordetella;Proteobacteria;Acetyl-CoA_synthetase;713;sucD_2;1076..3217;https://www.ncbi.nlm.nih.gov/protein/CFO76964.1;https://www.ncbi.nlm.nih.gov/nuccore/800854646
Bordetella_trematum;Bordetella;Proteobacteria;Acetyl-CoA_synthetase;659;acsA;2730574..2732553;https://www.ncbi.nlm.nih.gov/protein/SAI71053.1;https://www.ncbi.nlm.nih.gov/nuccore/1016166556
Bradyrhizobium_canariense;Bradyrhizobium;Proteobacteria;Acetyl-CoA_synthetase;739;BST65_04010;33456..35675;https://www.ncbi.nlm.nih.gov/protein/OSI32599.1;https://www.ncbi.nlm.nih.gov/nuccore/1185410941
Bradyrhizobium_diazoefficiens;Bradyrhizobium;Proteobacteria;Acetyl-CoA_synthetase;652;blr0573;614137..616095;https://www.ncbi.nlm.nih.gov/protein/BAC45838.1;https://www.ncbi.nlm.nih.gov/nuccore/47118316
Bradyrhizobium_elkanii;Bradyrhizobium;Proteobacteria;Acetyl-CoA_synthetase;740;QU41_13425;137019..139241;https://www.ncbi.nlm.nih.gov/protein/KIU48943.1;https://www.ncbi.nlm.nih.gov/nuccore/758541234
Bradyrhizobium_erythrophlei;Bradyrhizobium;Proteobacteria;Acetyl-CoA_synthetase;574;SAMN05444164_0089;93197..94921;https://www.ncbi.nlm.nih.gov/protein/SEB73440.1;https://www.ncbi.nlm.nih.gov/nuccore/1089502914
Bradyrhizobium_japonicum;Bradyrhizobium;Proteobacteria;Acetyl-CoA_synthetase;648;MA20_25105;1018417..1020363;https://www.ncbi.nlm.nih.gov/protein/KGT77945.1;https://www.ncbi.nlm.nih.gov/nuccore/712701684
Bradyrhizobium_lablabi;Bradyrhizobium;Proteobacteria;Acetyl-CoA_synthetase;537;SAMN05444171_3048;3078199..3079812;https://www.ncbi.nlm.nih.gov/protein/SED07382.1;https://www.ncbi.nlm.nih.gov/nuccore/1091376469
Bradyrhizobium_ottawaense;Bradyrhizobium;Proteobacteria;Acetyl-CoA_synthetase;577;SAMN05444163_0342;322859..324592;https://www.ncbi.nlm.nih.gov/protein/SDH52806.1;https://www.ncbi.nlm.nih.gov/nuccore/1085651108
Bradyrhizobium_yuanmingense;Bradyrhizobium;Proteobacteria;Acetyl-CoA_synthetase;574;GA0061099_100634;30536..32260;https://www.ncbi.nlm.nih.gov/protein/SCB38849.1;https://www.ncbi.nlm.nih.gov/nuccore/1049727399
Brevibacterium_aurantiacum;Brevibacterium;Actinobacteria;Acetyl-CoA_synthetase;568;BAURA63_00713;224960..226666;https://www.ncbi.nlm.nih.gov/protein/SMX68603.1;https://www.ncbi.nlm.nih.gov/nuccore/1317850954
Brevibacterium_casei;Brevibacterium;Actinobacteria;Acetyl-CoA_synthetase;644;C272_15110;39478..41412;https://www.ncbi.nlm.nih.gov/protein/EKU45350.1;https://www.ncbi.nlm.nih.gov/nuccore/425478106
Brevibacterium_jeotgali;Brevibacterium;Actinobacteria;Acetyl-CoA_synthetase;645;BJEO58_00204;213472..215409;https://www.ncbi.nlm.nih.gov/protein/SMY10633.1;https://www.ncbi.nlm.nih.gov/nuccore/1317883725
Brevibacterium_linens;Brevibacterium;Actinobacteria;Acetyl-CoA_synthetase;645;BLIN101_01248;23580..25517;https://www.ncbi.nlm.nih.gov/protein/SMX75236.1;https://www.ncbi.nlm.nih.gov/nuccore/1317854000
Brevibacterium_luteolum;Brevibacterium;Actinobacteria;Acetate--CoA_ligase;649;CJ198_RS09490;42672..44621;https://www.ncbi.nlm.nih.gov/protein/WP_102162390.1;https://www.ncbi.nlm.nih.gov/nuccore/1328041968
Brucella_abortus;Brucella;Proteobacteria;Acetyl-CoA_synthetase;651;ACJ70_07345;43817..45772;https://www.ncbi.nlm.nih.gov/protein/KMK87815.1;https://www.ncbi.nlm.nih.gov/nuccore/848277165
Brucella_melitensis;Brucella;Proteobacteria;Acetyl-CoA_synthetase;651;BV91_01910;39169..41124;https://www.ncbi.nlm.nih.gov/protein/KDZ99016.1;https://www.ncbi.nlm.nih.gov/nuccore/653164417
Brucella_suis;Brucella;Proteobacteria;Acetyl-CoA_synthetase;651;IY71_08875;1766632..1768587;https://www.ncbi.nlm.nih.gov/protein/AIN84943.1;https://www.ncbi.nlm.nih.gov/nuccore/685208624
Burkholderia_aenigmatica;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;438;BLA18628_06411;83909..85225;https://www.ncbi.nlm.nih.gov/protein/VWD54482.1;https://www.ncbi.nlm.nih.gov/nuccore/1834688944
Burkholderia_ambifaria;Burkholderia;Proteobacteria;Acetate--CoA_ligase;660;BamMC406_2109;2356154..2358136;https://www.ncbi.nlm.nih.gov/protein/ACB64588.1;https://www.ncbi.nlm.nih.gov/nuccore/171991584
Burkholderia_cenocepacia;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;664;acs;278628..280622;https://www.ncbi.nlm.nih.gov/protein/SOT44565.1;https://www.ncbi.nlm.nih.gov/nuccore/1352654134
Burkholderia_cepacia;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;589;WI25_31960;197560..199329;https://www.ncbi.nlm.nih.gov/protein/KUY88746.1;https://www.ncbi.nlm.nih.gov/nuccore/975946768
Burkholderia_contaminans;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;660;BCO19218_03049;18478..20460;https://www.ncbi.nlm.nih.gov/protein/VWD08264.1;https://www.ncbi.nlm.nih.gov/nuccore/1834587167
Burkholderia_lata;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;660;BLA14095_06611;22827..24809;https://www.ncbi.nlm.nih.gov/protein/VWC36251.1;https://www.ncbi.nlm.nih.gov/nuccore/1834548834
Burkholderia_multivorans;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;660;UA16_05225;43211..45193;https://www.ncbi.nlm.nih.gov/protein/SAJ63848.1;https://www.ncbi.nlm.nih.gov/nuccore/1177593840
Burkholderia_orbicola;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;568;SAMN05443026_5582;2588646..2590352;https://www.ncbi.nlm.nih.gov/protein/SDR53343.1;https://www.ncbi.nlm.nih.gov/nuccore/1087453447
Burkholderia_pseudomallei;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;660;acs;23950..25932;https://www.ncbi.nlm.nih.gov/protein/CFL24072.1;https://www.ncbi.nlm.nih.gov/nuccore/800785366
Burkholderia_pyrrocinia;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;555;NA66_10296;2883..4550;https://www.ncbi.nlm.nih.gov/protein/PXX25053.1;https://www.ncbi.nlm.nih.gov/nuccore/1397925359
Burkholderia_territorii;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;589;WS52_02635;115493..117262;https://www.ncbi.nlm.nih.gov/protein/KUZ38141.1;https://www.ncbi.nlm.nih.gov/nuccore/975997237
Burkholderia_thailandensis;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;588;DR62_3463;783843..785609;https://www.ncbi.nlm.nih.gov/protein/AIP65854.1;https://www.ncbi.nlm.nih.gov/nuccore/767439039
Burkholderia_vietnamiensis;Burkholderia;Proteobacteria;Acetyl-CoA_synthetase;555;SAMN02787148_1213;2144..3811;https://www.ncbi.nlm.nih.gov/protein/SCZ42988.1;https://www.ncbi.nlm.nih.gov/nuccore/1081648371
Campylobacter_coli;Campylobacter;Proteobacteria;Acetyl-CoA_synthetase;656;AB430_00395;72755..74725;https://www.ncbi.nlm.nih.gov/protein/ALG95059.1;https://www.ncbi.nlm.nih.gov/nuccore/933786786
Campylobacter_jejuni;Campylobacter;Proteobacteria;Acetyl-CoA_synthetase;657;acsA;1588733..1590706;https://www.ncbi.nlm.nih.gov/protein/CKH04116.1;https://www.ncbi.nlm.nih.gov/nuccore/777189043
Citrobacter_freundii;Citrobacter;Proteobacteria;Acetyl-CoA_synthetase;652;TO64_26730;165695..167653;https://www.ncbi.nlm.nih.gov/protein/KJC01093.1;https://www.ncbi.nlm.nih.gov/nuccore/806643073
Clostridioides_difficile;Clostridioides;Firmicutes;Acetyl-CoA_synthetase;699;BG47_14895;176416..178515;https://www.ncbi.nlm.nih.gov/protein/EZR30274.1;https://www.ncbi.nlm.nih.gov/nuccore/JFAF01000004.1
Clostridium_botulinum;Clostridium;Firmicutes;Acetyl-CoA_synthetase;471;KU40_03595;258601..260016;https://www.ncbi.nlm.nih.gov/protein/KFX58146.1;https://www.ncbi.nlm.nih.gov/nuccore/680029464
Comamonas_testosteroni;Comamonas;Proteobacteria;Acetyl-CoA_synthetase;630;prpE;186111..188003;https://www.ncbi.nlm.nih.gov/protein/KGH24230.1;https://www.ncbi.nlm.nih.gov/nuccore/692393342
Comamonas_thiooxydans;Comamonas;Proteobacteria;Acetyl-CoA_synthetase;647;prpE;55740..57683;https://www.ncbi.nlm.nih.gov/protein/KGG81745.1;https://www.ncbi.nlm.nih.gov/nuccore/692349888
Corynebacterium_pseudotuberculosis;Corynebacterium;Actinobacteria;Acetyl-CoA_synthetase;548;acsA;241725..243371;https://www.ncbi.nlm.nih.gov/protein/ALM76845.1;https://www.ncbi.nlm.nih.gov/nuccore/948529072
Cronobacter_sakazakii;Cronobacter;Proteobacteria;Acetyl-CoA_synthetase;652;ER21_04495;580045..582003;https://www.ncbi.nlm.nih.gov/protein/KDP99662.1;https://www.ncbi.nlm.nih.gov/nuccore/646212914
Cupriavidus_alkaliphilus;Cupriavidus;Proteobacteria;Acetyl-CoA_synthetase;576;GA0116996_107163;169349..171079;https://www.ncbi.nlm.nih.gov/protein/SCB24825.1;https://www.ncbi.nlm.nih.gov/nuccore/1049679980
Cupriavidus_necator;Cupriavidus;Proteobacteria;Acetyl-CoA_synthetase;660;acs;1215..3197;https://www.ncbi.nlm.nih.gov/protein/SCU73458.1;https://www.ncbi.nlm.nih.gov/nuccore/1108392425
Cupriavidus_taiwanensis;Cupriavidus;Proteobacteria;Acetyl-CoA_synthetase;660;acs;2125694..2127676;https://www.ncbi.nlm.nih.gov/protein/SPD40566.1;https://www.ncbi.nlm.nih.gov/nuccore/1442867058
Cutibacterium_acnes;Cutibacterium;Actinobacteria;Acetyl-CoA_synthetase;260;FB33_0948;44727..45509;https://www.ncbi.nlm.nih.gov/protein/KEY37606.1;https://www.ncbi.nlm.nih.gov/nuccore/666099270
Cutibacterium_modestum;Cutibacterium;Actinobacteria;Acetyl-CoA_synthetase;73;BCB70_01040;218889..219110;https://www.ncbi.nlm.nih.gov/protein/AOH44723.1;https://www.ncbi.nlm.nih.gov/nuccore/1061027374
Dehalococcoides_mccartyi;Dehalococcoides;Chloroflexota;Acetyl-CoA_synthetase;652;Dm11a5_1036;962492..964450;https://www.ncbi.nlm.nih.gov/protein/AMU86862.1;https://www.ncbi.nlm.nih.gov/nuccore/1015404035
Deinococcus_soli;Deinococcus;Deinococcota;Acetyl-CoA_synthetase;652;SY84_06115;1223810..1225768;https://www.ncbi.nlm.nih.gov/protein/AKH16702.1;https://www.ncbi.nlm.nih.gov/nuccore/821341785
Dermacoccus_nishinomiyaensis;Dermacoccus;Actinobacteria;Acetyl-CoA_synthetase;649;HX89_12785;2725358..2727307;https://www.ncbi.nlm.nih.gov/protein/AIF41659.1;https://www.ncbi.nlm.nih.gov/nuccore/664687059
Desulfosarcina_widdelii;Desulfosarcina;Thermodesulfobacteriota;Acetyl-CoA_synthetase;558;DSCW_20350;2128413..2130089;https://www.ncbi.nlm.nih.gov/protein/BBO74618.1;https://www.ncbi.nlm.nih.gov/nuccore/1773416083
Dietzia_kunjamensis;Dietzia;Actinobacteria;Acetyl-CoA_synthetase;577;BXY47_2617;93763..95496;https://www.ncbi.nlm.nih.gov/protein/RKE59532.1;https://www.ncbi.nlm.nih.gov/nuccore/1485475627
Eggerthella_lenta;Eggerthella;Actinobacteria;Acetyl-CoA_synthetase;593;C1874_05555;76102..77883;https://www.ncbi.nlm.nih.gov/protein/RDB76095.1;https://www.ncbi.nlm.nih.gov/nuccore/1434206983
Elizabethkingia_anophelis;Elizabethkingia;Bacteroidetes;Acetyl-CoA_synthetase;638;acs;225430..227346;https://www.ncbi.nlm.nih.gov/protein/CDN80120.1;https://www.ncbi.nlm.nih.gov/nuccore/609710239
Enterobacter_asburiae;Enterobacter;Proteobacteria;Acetyl-CoA_synthetase;652;UP00_12070;2111..4069;https://www.ncbi.nlm.nih.gov/protein/KJI62530.1;https://www.ncbi.nlm.nih.gov/nuccore/768629615
Enterobacter_cloacae;Enterobacter;Proteobacteria;Acetyl-CoA_synthetase;652;EC036_03190;346947..348905;https://www.ncbi.nlm.nih.gov/protein/AIV27966.1;https://www.ncbi.nlm.nih.gov/nuccore/701193012
Enterobacter_hormaechei;Enterobacter;Proteobacteria;Acetyl-CoA_synthetase;652;TN43_21865;3117329..3119287;https://www.ncbi.nlm.nih.gov/protein/KJB98514.1;https://www.ncbi.nlm.nih.gov/nuccore/817562936
Enterobacter_roggenkampii;Enterobacter;Proteobacteria;Acetyl-CoA_synthetase;652;SS15_04460;36553..38511;https://www.ncbi.nlm.nih.gov/protein/KJM18308.1;https://www.ncbi.nlm.nih.gov/nuccore/771032923
Erwinia_amylovora;Erwinia;Proteobacteria;Acetyl-CoA_synthetase;651;EHX00_0330;386349..388304;https://www.ncbi.nlm.nih.gov/protein/QJQ53037.1;https://www.ncbi.nlm.nih.gov/nuccore/1839281001
Escherichia_albertii;Escherichia;Bacteroidetes;Acetyl-CoA_synthetase;652;acs;4241640..4243598;https://www.ncbi.nlm.nih.gov/protein/BAT37568.1;https://www.ncbi.nlm.nih.gov/nuccore/949420905
Escherichia_coli;Escherichia;Proteobacteria;Acetyl-CoA_synthetase;652;ECs5051;1..1959;https://www.ncbi.nlm.nih.gov/protein/ACI73856.1;https://www.ncbi.nlm.nih.gov/nuccore/209751097
Escherichia_fergusonii;Escherichia;Proteobacteria;Acetyl-CoA_synthetase;652;acs;4402212..4404170;https://www.ncbi.nlm.nih.gov/protein/CAQ91715.1;https://www.ncbi.nlm.nih.gov/nuccore/218354981
Flavobacterium_psychrophilum;Flavobacterium;Bacteroidetes;Acetyl-CoA_synthetase;635;IA03_04420;975737..977644;https://www.ncbi.nlm.nih.gov/protein/AIG29756.1;https://www.ncbi.nlm.nih.gov/nuccore/666881141
Gluconobacter_japonicus;Gluconobacter;Proteobacteria;Acetyl-CoA_synthetase;632;AD935_06425;28962..30860;https://www.ncbi.nlm.nih.gov/protein/KXV21784.1;https://www.ncbi.nlm.nih.gov/nuccore/1003163273
Gluconobacter_oxydans;Gluconobacter;Proteobacteria;Acetyl-CoA_synthetase;635;AD931_10050;187415..189322;https://www.ncbi.nlm.nih.gov/protein/KXV07783.1;https://www.ncbi.nlm.nih.gov/nuccore/1003148722
