specie;genus;phylum;protein_name;aa_quantity;gene_name_locus_tag;gene_position;link;gene_genome
Azotobacter_chroococcum;Azotobacter;Proteobacteria;acetate kinase;395;FCG41_RS11535;26716..27903;https://www.ncbi.nlm.nih.gov/protein/WP_039804742.1;https://www.ncbi.nlm.nih.gov/nuccore/1632802942
Azotobacter_vinelandii;Azotobacter;Proteobacteria;acetate kinase;395;PKE92_RS00820;98907..100094;https://www.ncbi.nlm.nih.gov/protein/WP_012701985.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_BSFG01000002.1
Bacillus_amyloliquefaciens;Bacillus;Firmicutes;acetate kinase;395;EF87_16550;22449..23636;https://www.ncbi.nlm.nih.gov/protein/KDN91763.1;https://www.ncbi.nlm.nih.gov/nuccore/641403718
Bacillus_anthracis;Bacillus;Firmicutes;acetate kinase;397;HYU01_23820;4425737..4426930;https://www.ncbi.nlm.nih.gov/protein/AIF58797.1;https://www.ncbi.nlm.nih.gov/nuccore/664791652
Bacillus_cereus;Bacillus;Firmicutes;acetate kinase;397;ackA;82924..84117;https://www.ncbi.nlm.nih.gov/protein/WP_000034577.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JARPPB010000009.1
Bacillus_licheniformis;Bacillus;Firmicutes;acetate kinase;395;ackA;818444..819631;https://www.ncbi.nlm.nih.gov/protein/KJE30011.1;https://www.ncbi.nlm.nih.gov/nuccore/765360385
Bacillus_mycoides;Bacillus;Firmicutes;acetate kinase;397;bcere0007_43140;59817..61010;https://www.ncbi.nlm.nih.gov/protein/EEK71242.1;https://www.ncbi.nlm.nih.gov/nuccore/ACLX01000089.1
Bacillus_pseudomycoides;Bacillus;Firmicutes;acetate kinase;397;bmyco0002_38770;24832..2602;https://www.ncbi.nlm.nih.gov/protein/EEM03711.1;https://www.ncbi.nlm.nih.gov/nuccore/ACMV01000231.1
Bacillus_subtilis;Bacillus;Firmicutes;acetate kinase;431;B4146_2941;17324..18619;https://www.ncbi.nlm.nih.gov/protein/KIN55462.1;https://www.ncbi.nlm.nih.gov/nuccore/751903956
Bacillus_thuringiensis;Bacillus;Firmicutes;acetate kinase;397;BF15_23720;6634..7827;https://www.ncbi.nlm.nih.gov/protein/EXY09542.1;https://www.ncbi.nlm.nih.gov/nuccore/JEOF01000006.1
Bacillus_toyonensis;Bacillus;Firmicutes;acetate kinase;397;IEC_03812;190545..191738;https://www.ncbi.nlm.nih.gov/protein/EJQ36342.1;https://www.ncbi.nlm.nih.gov/nuccore/AHDI01000016.1
Bacillus_velezensis;Bacillus;Firmicutes;acetate kinase;395;IO97_00775;139981..141168;https://www.ncbi.nlm.nih.gov/protein/KFI16951.1;https://www.ncbi.nlm.nih.gov/nuccore/672874383
Bacillus_wiedmannii;Bacillus;Firmicutes;acetate kinase;397;bcere0006_44280;103950..105143;https://www.ncbi.nlm.nih.gov/protein/EEK65487.1;https://www.ncbi.nlm.nih.gov/nuccore/ACLW01000091.1
Bacteroides_fragilis;Bacteroides;Bacteroidetes;acetate kinase;398;HMPREF1018_00461;417692..418888;https://www.ncbi.nlm.nih.gov/protein/EGN06846.1;https://www.ncbi.nlm.nih.gov/nuccore/ACWI01000002.1
Bacteroides_ovatus;Bacteroides;Bacteroidetes;acetate kinase;399;ackA;68568..69767;https://www.ncbi.nlm.nih.gov/protein/CUP94418.1;https://www.ncbi.nlm.nih.gov/nuccore/933340109
Bacteroides_thetaiotaomicron;Bacteroides;Bacteroidetes;acetate kinase;399;BSIG_3687;19524..20723;https://www.ncbi.nlm.nih.gov/protein/EES67302.1;https://www.ncbi.nlm.nih.gov/nuccore/ACIC02000071.1
Bacteroides_uniformis;Bacteroides;Bacteroidetes;acetate kinase;398;ARB04_RS09855;25956..27152;https://www.ncbi.nlm.nih.gov/protein/WP_044468261.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_CELP01000208.1
Bacteroides_xylanisolvens;Bacteroides;Bacteroidetes;acetate kinase;399;ackA;260398..261597;https://www.ncbi.nlm.nih.gov/protein/CUN95471.1;https://www.ncbi.nlm.nih.gov/nuccore/933389848
Bifidobacterium_adolescentis;Bifidobacterium;Actinobacteria;acetate kinase;409;BADO_0734;921380..922609;https://www.ncbi.nlm.nih.gov/protein/AII76155.1;https://www.ncbi.nlm.nih.gov/nuccore/671341910
Bifidobacterium_animalis;Bifidobacterium;Actinobacteria;acetate kinase;410;NR997_RS05915;99835..101067;https://www.ncbi.nlm.nih.gov/protein/WP_014697804.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JANJZS010000004.1
Bifidobacterium_bifidum;Bifidobacterium;Actinobacteria;acetate kinase;409;PL742_RS08095;8553..9782;https://www.ncbi.nlm.nih.gov/protein/WP_013363379.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAQKID010000023.1
Bifidobacterium_breve;Bifidobacterium;Actinobacteria;acetate kinase;409;BAC96_RS00945;7396..8625;https://www.ncbi.nlm.nih.gov/protein/WP_025341680.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCXM01000007.1
Bifidobacterium_longum;Bifidobacterium;Actinobacteria;acetate kinase;409;BLSL_0631;84733..85962;https://www.ncbi.nlm.nih.gov/protein/KFI64424.1;https://www.ncbi.nlm.nih.gov/nuccore/672968896
Bifidobacterium_pseudocatenulatum;Bifidobacterium;Actinobacteria;acetate kinase;409;ackA;1028233..1029462;https://www.ncbi.nlm.nih.gov/protein/CUN65570.1;https://www.ncbi.nlm.nih.gov/nuccore/932906629
Bifidobacterium_pseudolongum;Bifidobacterium;Actinobacteria;acetate kinase;408;LF916_RS05185;16058..17284;https://www.ncbi.nlm.nih.gov/protein/WP_022857644.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAIZHC010000020.1
Bordetella_bronchiseptica;Bordetella;Proteobacteria;acetate kinase;396;L518_RS01575;91288..92478;https://www.ncbi.nlm.nih.gov/protein/WP_003819809.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JGXO01000002.1
Bordetella_parapertussis;Bordetella;Proteobacteria;acetate kinase;396;ackA;204838..206028;https://www.ncbi.nlm.nih.gov/protein/CAE36469.1;https://www.ncbi.nlm.nih.gov/nuccore/BX640426.1
Bordetella_pertussis;Bordetella;Proteobacteria;acetate kinase;396;BP2_RS11785;4391..5581;https://www.ncbi.nlm.nih.gov/protein/WP_014905657.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCZH01000123.1
Borrelia_anserina;Borrelia;Spirochaetota;acetate kinase;409;baBA2_RS03095;643526..644755;https://www.ncbi.nlm.nih.gov/protein/WP_025419780.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_CP073130.1
Borrelia_coriaceae;Borrelia;Spirochaetota;acetate kinase;404;bcCo53_RS03130;653674..654888;https://www.ncbi.nlm.nih.gov/protein/WP_025408219.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_CP075076.1
Borrelia_hermsii;Borrelia;Spirochaetota;acetate kinase;408;bhDAH_RS03155;656788..658014;https://www.ncbi.nlm.nih.gov/protein/WP_012422375.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_CP073136.1
Borrelia_parkeri;Borrelia;Spirochaetota;acetate kinase;404;bpSLO_RS03145;654337..655551;https://www.ncbi.nlm.nih.gov/protein/WP_025375615.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_CP073159.1
Borrelia_turicatae;Borrelia;Spirochaetota;acetate kinase;404;bt91E135_RS03115;653525..654739;https://www.ncbi.nlm.nih.gov/protein/WP_011772560.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_CP073176.1
Borreliella_burgdorferi;Borreliella;Spirochaetota;acetate kinase;405;Q5W94_RS00560;122134..123351;https://www.ncbi.nlm.nih.gov/protein/WP_002657110.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAUPGP010000001.1
Brachyspira_hyodysenteriae;Brachyspira;Spirochaetota;acetate kinase;395;OFQ47_RS02470;568623..569810;https://www.ncbi.nlm.nih.gov/protein/WP_012669733.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAOVWA010000001.1
Bradyrhizobium_japonicum;Bradyrhizobium;Proteobacteria;acetate kinase;370;BJA01nite_RS19615;174808..175920;https://www.ncbi.nlm.nih.gov/protein/WP_014493528.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_BJNK01000013.1
Brevundimonas_diminuta;Brevundimonas;Proteobacteria;acetate kinase;386;CD944_06950;14233..15393;https://www.ncbi.nlm.nih.gov/protein/OWR20504.1;https://www.ncbi.nlm.nih.gov/nuccore/1209579212
Brucella_abortus;Brucella;Proteobacteria;acetate kinase;401;ackA;949797..951002;https://www.ncbi.nlm.nih.gov/protein/AIJ51577.1;https://www.ncbi.nlm.nih.gov/nuccore/672718739
Brucella_melitensis;Brucella;Proteobacteria;acetate kinase;401;BV91_11785;54431..55636;https://www.ncbi.nlm.nih.gov/protein/KEA00304.1;https://www.ncbi.nlm.nih.gov/nuccore/653165728
Brucella_ovis;Brucella;Proteobacteria;acetate kinase;401;ackA;177894..179099;https://www.ncbi.nlm.nih.gov/protein/SUW67968.1;https://www.ncbi.nlm.nih.gov/nuccore/1443417154
Buchnera_aphidicola;Buchnera;Proteobacteria;acetate kinase;405;BU_RS00945;188320..189537;https://www.ncbi.nlm.nih.gov/protein/WP_010895984.1;https://www.ncbi.nlm.nih.gov/nuccore/15616630
Burkholderia_cenocepacia;Burkholderia;Proteobacteria;acetate kinase;399;ackA;1670163..1671362;https://www.ncbi.nlm.nih.gov/protein/AIO39021.1;https://www.ncbi.nlm.nih.gov/nuccore/685650883
Burkholderia_cepacia;Burkholderia;Proteobacteria;acetate kinase;399;ackA;1491842..1493041;https://www.ncbi.nlm.nih.gov/protein/AIO45074.1;https://www.ncbi.nlm.nih.gov/nuccore/685656837
Burkholderia_glumae;Burkholderia;Proteobacteria;acetate kinase;398;NCPPB3923_09430;9426..10622;https://www.ncbi.nlm.nih.gov/protein/KHJ63207.1;https://www.ncbi.nlm.nih.gov/nuccore/731976995
Burkholderia_pseudomallei;Burkholderia;Proteobacteria;acetate kinase;392;ackA;1394121..1395299;https://www.ncbi.nlm.nih.gov/protein/AIO92988.1;https://www.ncbi.nlm.nih.gov/nuccore/685704812
Burkholderia_stagnalis;Burkholderia;Proteobacteria;acetate kinase;402;WS59_01660;51173..52381;https://www.ncbi.nlm.nih.gov/protein/KVC61266.1;https://www.ncbi.nlm.nih.gov/nuccore/976355456
Burkholderia_ubonensis;Burkholderia;Proteobacteria;acetate kinase;395;WI29_18310;36223..37410;https://www.ncbi.nlm.nih.gov/protein/KUZ17007.1;https://www.ncbi.nlm.nih.gov/nuccore/975975740
Burkholderia_vietnamiensis;Burkholderia;Proteobacteria;acetate kinase;399;WI93_13990;63961..65160;https://www.ncbi.nlm.nih.gov/protein/KVE26334.1;https://www.ncbi.nlm.nih.gov/nuccore/976526485
Campylobacter_coli;Campylobacter;Proteobacteria;acetate kinase;396;CCO_RS01165;231340..232530;https://www.ncbi.nlm.nih.gov/protein/WP_002776448.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_AAFL01000001.1
Campylobacter_concisus;Campylobacter;Proteobacteria;acetate kinase;397;UNSWCD_RS05100;33162..34355;https://www.ncbi.nlm.nih.gov/protein/WP_002940934.1;https://www.ncbi.nlm.nih.gov/nuccore/416115900
Campylobacter_curvus;Campylobacter;Proteobacteria;acetate kinase;398;CURV119296_RS06265;17511..18707;https://www.ncbi.nlm.nih.gov/protein/WP_011992266.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_LIWY01000006.1
Campylobacter_fetus;Campylobacter;Proteobacteria;acetate kinase;399;G5B54_RS00695;146544..147743;https://www.ncbi.nlm.nih.gov/protein/WP_023384982.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAAOXI010000003.1
Campylobacter_hyointestinalis;Campylobacter;Proteobacteria;acetate kinase;400;A0Z69_RS02625;445876..447078;https://www.ncbi.nlm.nih.gov/protein/WP_034963721.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_VRLZ01000005.1
Campylobacter_jejuni;Campylobacter;Proteobacteria;acetate kinase;396;ackA;271783..272973;https://www.ncbi.nlm.nih.gov/protein/WP_002860013.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_MKBX01000096.1
Campylobacter_lari;Campylobacter;Proteobacteria;acetate kinase;394;OJP15_RS01185;212606..213790;https://www.ncbi.nlm.nih.gov/protein/WP_012661352.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAOZXR010000001.1
Campylobacter_mucosalis;Campylobacter;Proteobacteria;acetate kinase;395;CR66_01100;189648..190835;https://www.ncbi.nlm.nih.gov/protein/KEA46479.1;https://www.ncbi.nlm.nih.gov/nuccore/653291446
Campylobacter_rectus;Campylobacter;Proteobacteria;acetate kinase;403;CAMRE0001_RS11770;8807..10018;https://www.ncbi.nlm.nih.gov/protein/WP_039888706.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_ACFU01000046.1
Campylobacter_showae;Campylobacter;Proteobacteria;acetate kinase;399;CAMSH0001_RS03995;45081..46280;https://www.ncbi.nlm.nih.gov/protein/WP_002947756.1;https://www.ncbi.nlm.nih.gov/nuccore/255322152
Campylobacter_sputorum;Campylobacter;Proteobacteria;acetate kinase;395;EU71_RS02190;83044..84231;https://www.ncbi.nlm.nih.gov/protein/WP_033915920.1;https://www.ncbi.nlm.nih.gov/nuccore/728804604
Citrobacter_braakii;Citrobacter;Proteobacteria;acetate kinase;400;IB70_16820;2071964..2073166;https://www.ncbi.nlm.nih.gov/protein/KHE05462.1;https://www.ncbi.nlm.nih.gov/nuccore/725511181
Citrobacter_freundii ;Citrobacter;Proteobacteria;acetate kinase;400;AB07_1308;77869..79071;https://www.ncbi.nlm.nih.gov/protein/KEL80887.1;https://www.ncbi.nlm.nih.gov/nuccore/660085543
Citrobacter_koseri;Citrobacter;Proteobacteria;acetate kinase;400;ackA;514710..515912;https://www.ncbi.nlm.nih.gov/protein/CDZ82435.1;https://www.ncbi.nlm.nih.gov/nuccore/673531252
Clavibacter_michiganensis;Clavibacter;Actinobacteria;acetate kinase;396;Q7G76_RS13510;12340..13530;https://www.ncbi.nlm.nih.gov/protein/WP_012037581.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAVDKA010000059.1
Clostridioides_difficile;Clostridioides;Firmicutes;acetate kinase;398;LFB37_RS02060;134262..135458;https://www.ncbi.nlm.nih.gov/protein/WP_003419109.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAJBYU010000002.1
Clostridium_botulinum;Clostridium;Firmicutes;acetate kinase;397;AZI51_RS13070;10111..11304;https://www.ncbi.nlm.nih.gov/protein/WP_003362603.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_LFON01000017.1
Clostridium_perfringens;Clostridium;Firmicutes;acetate kinase;398;ackA;20576..21772;https://www.ncbi.nlm.nih.gov/protein/CUO67145.1;https://www.ncbi.nlm.nih.gov/nuccore/933004991
Comamonas_testosteroni;Comamonas;Proteobacteria;acetate kinase;398;P353_07510;119307..120503;https://www.ncbi.nlm.nih.gov/protein/KGH31024.1;https://www.ncbi.nlm.nih.gov/nuccore/692400407
Corynebacterium_diphtheriae;Corynebacterium;Actinobacteria;acetate kinase;399;ackA;17244..18443;https://www.ncbi.nlm.nih.gov/protein/CAE50580.1;https://www.ncbi.nlm.nih.gov/nuccore/BX248360.1
Corynebacterium_glutamicum;Corynebacterium;Actinobacteria;acetate kinase;397;ackA;1998..3191;https://www.ncbi.nlm.nih.gov/protein/CAA61456.1;https://www.ncbi.nlm.nih.gov/nuccore/1523983
Corynebacterium_pseudotuberculosis;Corynebacterium;Actinobacteria;acetate kinase;400;SNN43_RS04310;220270..221472;https://www.ncbi.nlm.nih.gov/protein/WP_013242684.1;https://www.ncbi.nlm.nih.gov/nuccore/2691078758
Cronobacter_sakazakii ;Cronobacter;Proteobacteria;acetate kinase;400;C3D64_17400;161058..162260;https://www.ncbi.nlm.nih.gov/protein/PPY44672.1;https://www.ncbi.nlm.nih.gov/nuccore/1349379846
Cystobacter_fuscus;Cystobacter;Myxococcota;acetate kinase;389;CYFUS_006094;7630937..7632106;https://www.ncbi.nlm.nih.gov/protein/ATB40643.1;https://www.ncbi.nlm.nih.gov/nuccore/1243034522
Dictyoglomus_thermophilum;Dictyoglomus;Dictyoglomi;acetate kinase;399;FY122_04775;47519..48718;https://www.ncbi.nlm.nih.gov/protein/TYT22820.1;https://www.ncbi.nlm.nih.gov/nuccore/1733208515
Enterobacter_asburiae;Enterobacter;Proteobacteria;acetate kinase;400;L402_04720;573813..575015;https://www.ncbi.nlm.nih.gov/protein/ESM27873.1;https://www.ncbi.nlm.nih.gov/nuccore/AYIP01000016.1
Enterobacter_cloacae;Enterobacter;Proteobacteria;acetate kinase;402;tdcD;105372..106580;https://www.ncbi.nlm.nih.gov/protein/CZV68604.1;https://www.ncbi.nlm.nih.gov/nuccore/1015131687
Enterobacter_hormaechei;Enterobacter;Proteobacteria;acetate kinase;400;ENC_33660;3407714..3408922;https://www.ncbi.nlm.nih.gov/protein/CBK87158.1;https://www.ncbi.nlm.nih.gov/nuccore/295095013
Enterobacter_kobei;Enterobacter;Proteobacteria;acetate kinase;400;P827_00910;350353..351555;https://www.ncbi.nlm.nih.gov/protein/EUL86415.1;https://www.ncbi.nlm.nih.gov/nuccore/JCKW01000004.1
Enterobacter_roggenkampii;Enterobacter;Proteobacteria;acetate kinase;400;SS15_17590;528833..530035;https://www.ncbi.nlm.nih.gov/protein/KJM04516.1;https://www.ncbi.nlm.nih.gov/nuccore/771020236
Enterococcus_cecorum;Enterococcus;Firmicutes;acetate kinase;397;PQK56_RS09680;40720..41913;https://www.ncbi.nlm.nih.gov/protein/WP_016251498.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_CAMSAV010000015.1
Enterococcus_faecalis;Enterococcus;Firmicutes;acetate kinase;395;PG967_RS02745;587487..588674;https://www.ncbi.nlm.nih.gov/protein/WP_002395219.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAQDRW010000001.1
Enterococcus_faecium;Enterococcus;Firmicutes;acetate kinase;394;RJ983_RS12175;91714..92898;https://www.ncbi.nlm.nih.gov/protein/WP_002293653.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAVMAT010000059.1
Enterococcus_hirae;Enterococcus;Firmicutes;acetate kinase;394;SE1_RS17075;200005..201189;https://www.ncbi.nlm.nih.gov/protein/WP_010720891.1;https://www.ncbi.nlm.nih.gov/nuccore/501096462
Erwinia_aphidicola;Erwinia;Proteobacteria;acetate kinase;400;ackA;316042..317244;https://www.ncbi.nlm.nih.gov/protein/CAH0237469.1;https://www.ncbi.nlm.nih.gov/nuccore/2152746775
Escherichia_albertii;Escherichia;Proteobacteria;acetate kinase;400;ackA;27222..28424;https://www.ncbi.nlm.nih.gov/protein/WP_000095700.1;https://www.ncbi.nlm.nih.gov/nuccore/452217631
Escherichia_coli;Escherichia;Proteobacteria;acetate kinase;400;ackA;473..1675;https://www.ncbi.nlm.nih.gov/protein/BAA04501.1;https://www.ncbi.nlm.nih.gov/nuccore/D17576.1?from=473&to=1675
Escherichia_fergusonii;Escherichia;Proteobacteria;acetate kinase;404;VP22_0209745;8759..9973;https://www.ncbi.nlm.nih.gov/protein/KWV97095.1;https://www.ncbi.nlm.nih.gov/nuccore/984377459
Francisella_tularensis;Francisella;Proteobacteria;acetate kinase;384;NAH39_RS08240;7854..9008;https://www.ncbi.nlm.nih.gov/protein/WP_003013741.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAMKUG010000059.1
Fusobacterium_nucleatum;Fusobacterium;Fusobacteria;acetate kinase;398;HMPREF0397_RS04925;12662..13858;https://www.ncbi.nlm.nih.gov/protein/WP_005903121.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_ADVK01000030.1
Gardnerella_vaginalis;Gardnerella;Actinobacteria;acetate kinase;409;CGSMWGV0288E_RS00345;49410..50639;https://www.ncbi.nlm.nih.gov/protein/WP_004112520.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_ADEN01000013.1
Gemmata_obscuriglobus;Gemmata;Planctomycetota;acetate kinase;382;ackA;6157486..6158634;https://www.ncbi.nlm.nih.gov/protein/QEG30452.1;https://www.ncbi.nlm.nih.gov/nuccore/1727537522
Gimesia_maris;Gimesia;Planctomycetota;acetate kinase;396;ackA;6313924..6315114;https://www.ncbi.nlm.nih.gov/protein/QDT81419.1;https://www.ncbi.nlm.nih.gov/nuccore/1712536321
Glaesserella_parasuis;Glaesserella;Pseudomonadota;acetate kinase;399;P9J74_RS08050;4742..5941;https://www.ncbi.nlm.nih.gov/protein/WP_010786963.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JARUSA010000037.1
Gluconobacter_oxydans;Gluconobacter;Proteobacteria;acetate kinase;408;BAR24_11005;2397427..2398653;https://www.ncbi.nlm.nih.gov/protein/ANQ41937.1;https://www.ncbi.nlm.nih.gov/nuccore/1042716353
Haemophilus_influenzae;Haemophilus;Proteobacteria;acetate kinase;401;AO053_09340;45982..47187;https://www.ncbi.nlm.nih.gov/protein/TMQ36468.1;https://www.ncbi.nlm.nih.gov/nuccore/1673527757
Hafnia_alvei;Hafnia;Proteobacteria;acetate kinase;399;PU01_14210;36049..37248;https://www.ncbi.nlm.nih.gov/protein/KID01541.1;https://www.ncbi.nlm.nih.gov/nuccore/809150635
Helicobacter_acinonychis;Helicobacter;Proteobacteria;acetate kinase;400;C6H02_RS05460;3146..4348;https://www.ncbi.nlm.nih.gov/protein/WP_011578124.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_FZMC01000019.1
Helicobacter_cinaedi;Helicobacter;Proteobacteria;acetate kinase;401;K5P99_RS07450;25665..26870;https://www.ncbi.nlm.nih.gov/protein/WP_002955882.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_BHDA01000042.1
Helicobacter_felis;Helicobacter;Proteobacteria;acetate kinase;399;C5678_RS00220;47417..48616;https://www.ncbi.nlm.nih.gov/protein/WP_104577844.1;https://www.ncbi.nlm.nih.gov/nuccore/1350956488
Helicobacter_fennelliae;Helicobacter;Proteobacteria;acetate kinase;399;KCO93_RS03285;21918..23117;https://www.ncbi.nlm.nih.gov/protein/WP_023946337.1;https://www.ncbi.nlm.nih.gov/nuccore/2026971595
Helicobacter_mustelae;Helicobacter;Proteobacteria;acetate kinase;391;ackA;37050..38225;https://www.ncbi.nlm.nih.gov/protein/SQH70810.1;https://www.ncbi.nlm.nih.gov/nuccore/1403543610
Helicobacter_pylori;Helicobacter;Proteobacteria;acetate kinase;403;AYS70_RS04095;30526..31737;https://www.ncbi.nlm.nih.gov/protein/WP_000404793.1;https://www.ncbi.nlm.nih.gov/nuccore/420477301
Heyndrickxia_coagulans;Heyndrickxia;Firmicutes;acetate kinase;396;P9G49_RS02865;3408..4598;https://www.ncbi.nlm.nih.gov/protein/WP_013859935.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JARSQH010000013.1
Hydrogenophilus_thermoluteolus;Hydrogenophilus;Proteobacteria;acetate kinase;441;ack;1743840..1745165;https://www.ncbi.nlm.nih.gov/protein/BBD77909.1;https://www.ncbi.nlm.nih.gov/nuccore/1407714244
