specie;genus;phylum;protein_name;aa_quantity;gene_name_locus_tag;gene_position;link;gene_genome
Billgrantia_desiderata;Billgrantia;Proteobacteria;Propionate_CoA_transferase;524;SAMN04487953_11940;40325..41899;https://www.ncbi.nlm.nih.gov/protein/SEG24030.1;https://www.ncbi.nlm.nih.gov/nuccore/1090759588
Bisbaumannia_pacifica;Bisbaumannia;Proteobacteria;Propionate_CoA_transferase;520;HPA02_25220;38702..40264;https://www.ncbi.nlm.nih.gov/protein/GEK48239.1;https://www.ncbi.nlm.nih.gov/nuccore/1714321526
Blautia_obeum;Blautia;Firmicutes;Propionate_CoA_transferase;503;DXD81_09660;80570..82081;https://www.ncbi.nlm.nih.gov/protein/RGI91920.1;https://www.ncbi.nlm.nih.gov/nuccore/1466549939
Bogoriella_caseilytica;Bogoriella;Actinobacteria;Propionate_CoA_transferase;543;EDD31_1524;1711366..1712997;https://www.ncbi.nlm.nih.gov/protein/ROR73158.1;https://www.ncbi.nlm.nih.gov/nuccore/1515900744
Bowdeniella_nasicola;Bowdeniella;Actinobacteria;Propionate_CoA_transferase;488;SAMN02910418_01102;1695..3161;https://www.ncbi.nlm.nih.gov/protein/SEA21342.1;https://www.ncbi.nlm.nih.gov/nuccore/1088753962
Bradyrhizobium_elkanii;Bradyrhizobium;Proteobacteria;Propionate_CoA_transferase;533;A6X20_21330;81065..82666;https://www.ncbi.nlm.nih.gov/protein/ODM80938.1;https://www.ncbi.nlm.nih.gov/nuccore/1061455146
Bradyrhizobium_japonicum;Bradyrhizobium;Proteobacteria;Propionate_CoA_transferase;509;BJA01nite_69410;33696..35225;https://www.ncbi.nlm.nih.gov/protein/GEC49299.1;https://www.ncbi.nlm.nih.gov/nuccore/1681865366
Bradyrhizobium_sacchari;Bradyrhizobium;Proteobacteria;Propionate_CoA_transferase;532;FBZ94_10258;65563..67161;https://www.ncbi.nlm.nih.gov/protein/TWB64518.1;https://www.ncbi.nlm.nih.gov/nuccore/1715531887
Bradyrhizobium_yuanmingense;Bradyrhizobium;Proteobacteria;Propionate_CoA_transferase;677;GA0061099_1002534;541577..543610;https://www.ncbi.nlm.nih.gov/protein/SCB17817.1;https://www.ncbi.nlm.nih.gov/nuccore/1049730373
Brevinema_andersonii;Brevinema;Spirochaetota;Propionate_CoA_transferase;518;SAMN02745150_00968;2310..3866;https://www.ncbi.nlm.nih.gov/protein/SFB82727.1;https://www.ncbi.nlm.nih.gov/nuccore/1097007315
Brucella_suis;Brucella;Proteobacteria;Propionate_CoA_transferase;533;BSSP3_I1850;1783483..1785084;https://www.ncbi.nlm.nih.gov/protein/AIB18549.1;https://www.ncbi.nlm.nih.gov/nuccore/646242466
Budvicia_aquatica;Budvicia;Proteobacteria;Propionate_CoA_transferase;525;SOASR029_09580;13012..14589;https://www.ncbi.nlm.nih.gov/protein/GKX50649.1;https://www.ncbi.nlm.nih.gov/nuccore/2251682117
Burkholderia_cepacia;Burkholderia;Proteobacteria;Propionate_CoA_transferase;533;VL15_03095;131546..133147;https://www.ncbi.nlm.nih.gov/protein/KML62550.1;https://www.ncbi.nlm.nih.gov/nuccore/848353661
Burkholderia_pyrrocinia;Burkholderia;Proteobacteria;Propionate_CoA_transferase;522;WJ63_09255;62107..63675;https://www.ncbi.nlm.nih.gov/protein/KVN29505.1;https://www.ncbi.nlm.nih.gov/nuccore/978431945
Burkholderia_stabilis;Burkholderia;Proteobacteria;Propionate_CoA_transferase;533;D1006_26635;2000557..2002158;https://www.ncbi.nlm.nih.gov/protein/RXV68712.1;https://www.ncbi.nlm.nih.gov/nuccore/1565407444
Caballeronia_arationis;Caballeronia;Proteobacteria;Propionate_CoA_transferase;514;SAMN05446927_6635;100182..101726;https://www.ncbi.nlm.nih.gov/protein/SOE88043.1;https://www.ncbi.nlm.nih.gov/nuccore/1252041944
Carnobacterium_maltaromaticum;Carnobacterium;Firmicutes;Propionate_CoA_transferase;521;IV76_GL001439;247799..249364;https://www.ncbi.nlm.nih.gov/protein/KRN73719.1;https://www.ncbi.nlm.nih.gov/nuccore/948960780
Cellulomonas_hominis;Cellulomonas;Actinobacteria;Propionate_CoA_transferase;518;CHO01_35160;8827..10383;https://www.ncbi.nlm.nih.gov/protein/GEL48400.1;https://www.ncbi.nlm.nih.gov/nuccore/1714423612
Cereibacter_azotoformans;Cereibacter;Proteobacteria;Propionate_CoA_transferase;519;C8J28_102111;107114..108673;https://www.ncbi.nlm.nih.gov/protein/PTR20346.1;https://www.ncbi.nlm.nih.gov/nuccore/1377187659
Chelatococcus_asaccharovorans;Chelatococcus;Proteobacteria;Propionate_CoA_transferase;531;C7450_107232;226967..228562;https://www.ncbi.nlm.nih.gov/protein/PXW57192.1;https://www.ncbi.nlm.nih.gov/nuccore/1397855439
Citrobacter_amalonaticus;Citrobacter;Proteobacteria;Propionate_CoA_transferase;531;SAMN05216502_106210;202859..204454;https://www.ncbi.nlm.nih.gov/protein/SFB08515.1;https://www.ncbi.nlm.nih.gov/nuccore/1098084317
Citrobacter_freundii;Citrobacter;Proteobacteria;Propionate_CoA_transferase;531;FHU00_0008;6197..7792;https://www.ncbi.nlm.nih.gov/protein/TQN80638.1;https://www.ncbi.nlm.nih.gov/nuccore/1700122210
Clostridium_butyricum;Clostridium;Firmicutes;Propionate_CoA_transferase;523;SC08_Contig83orf01211;1273224..1274795;https://www.ncbi.nlm.nih.gov/protein/KIU07334.1;https://www.ncbi.nlm.nih.gov/nuccore/758313114
Clostridium_cadaveris;Clostridium;Firmicutes;Propionate_CoA_transferase;527;SAMN04487885_12238;36870..38453;https://www.ncbi.nlm.nih.gov/protein/SFG04036.1;https://www.ncbi.nlm.nih.gov/nuccore/1097403434
Clostridium_diolis;Clostridium;Firmicutes;Propionate_CoA_transferase;515;CDIOL_50430;21553..23100;https://www.ncbi.nlm.nih.gov/protein/GEA34120.1;https://www.ncbi.nlm.nih.gov/nuccore/1735137479
Clostridium_frigidicarnis;Clostridium;Firmicutes;Propionate_CoA_transferase;517;SAMN04488528_1002124;132476..134029;https://www.ncbi.nlm.nih.gov/protein/SFA76614.1;https://www.ncbi.nlm.nih.gov/nuccore/1097790110
Clostridium_homopropionicum;Clostridium;Firmicutes;Propionate_CoA_transferase;518;SAMN04488501_12622;22516..24072;https://www.ncbi.nlm.nih.gov/protein/SFG95119.1;https://www.ncbi.nlm.nih.gov/nuccore/1097457101
Clostridium_novyi;Clostridium;Firmicutes;Propionate_CoA_transferase;516;ctfB;142342..143892;https://www.ncbi.nlm.nih.gov/protein/STB10201.1;https://www.ncbi.nlm.nih.gov/nuccore/2094183330
Clostridium_perfringens;Clostridium;Firmicutes;Propionate_CoA_transferase;516;ctfB;44282..45832;https://www.ncbi.nlm.nih.gov/protein/CUO71838.1;https://www.ncbi.nlm.nih.gov/nuccore/933004935
Clostridium_tetani;Clostridium;Firmicutes;Propionate_CoA_transferase;524;SAMN02745112_02256;87655..89229;https://www.ncbi.nlm.nih.gov/protein/SKA06458.1;https://www.ncbi.nlm.nih.gov/nuccore/1152094933
Clostridium_uliginosum;Clostridium;Firmicutes;Propionate_CoA_transferase;519;SAMN05421842_11349;51595..53154;https://www.ncbi.nlm.nih.gov/protein/SFC91469.1;https://www.ncbi.nlm.nih.gov/nuccore/1097632724
Companilactobacillus_crustorum;Companilactobacillus;Firmicutes;Propionate_CoA_transferase;531;IV63_GL000477;39518..41113;https://www.ncbi.nlm.nih.gov/protein/KRO20555.1;https://www.ncbi.nlm.nih.gov/nuccore/949009941
Companilactobacillus_nantensis;Companilactobacillus;Firmicutes;Propionate_CoA_transferase;531;LNA01_14060;5360..6955;https://www.ncbi.nlm.nih.gov/protein/GEO64223.1;https://www.ncbi.nlm.nih.gov/nuccore/1713323703
Coprococcus_catus;Coprococcus;Firmicutes;Propionate_CoA_transferase;523;PGQ14_RS11645;129056..130627;https://www.ncbi.nlm.nih.gov/protein/WP_015513550.1;https://www.ncbi.nlm.nih.gov/nuccore/NZ_JAQDKA010000013.1
Coprococcus_eutactus;Coprococcus;Firmicutes;Propionate_CoA_transferase;508;COEU31_22360;3203..4729;https://www.ncbi.nlm.nih.gov/protein/GFO95190.1;https://www.ncbi.nlm.nih.gov/nuccore/1949200552
Corynebacterium_variabile;Corynebacterium;Actinobacteria;Propionate_CoA_transferase;490;CVA01_16250;68445..69917;https://www.ncbi.nlm.nih.gov/protein/GEC86311.1;https://www.ncbi.nlm.nih.gov/nuccore/1681486115
Cupriavidus_alkaliphilus;Cupriavidus;Proteobacteria;Propionate_CoA_transferase;545;GA0116996_101569;618867..620504;https://www.ncbi.nlm.nih.gov/protein/SCB09847.1;https://www.ncbi.nlm.nih.gov/nuccore/1049682733
Cupriavidus_necator;Cupriavidus;Proteobacteria;Propionate_CoA_transferase;522;BJN34_36190;230506..232074;https://www.ncbi.nlm.nih.gov/protein/AQV99317.1;https://www.ncbi.nlm.nih.gov/nuccore/1151211981
Cupriavidus_oxalaticus;Cupriavidus;Proteobacteria;Propionate_CoA_transferase;522;D2917_09415;2136145..2137713;https://www.ncbi.nlm.nih.gov/protein/QEZ44423.1;https://www.ncbi.nlm.nih.gov/nuccore/1755763751
Cupriavidus_pinatubonensis;Cupriavidus;Proteobacteria;Propionate_CoA_transferase;522;K2O51_32605;150694..152262;https://www.ncbi.nlm.nih.gov/protein/QYY34112.1;https://www.ncbi.nlm.nih.gov/nuccore/2080887705
Cupriavidus_plantarum;Cupriavidus;Proteobacteria;Propionate_CoA_transferase;550;C7419_10278;80068..81720;https://www.ncbi.nlm.nih.gov/protein/PWK34805.1;https://www.ncbi.nlm.nih.gov/nuccore/1390837407
Cupriavidus_taiwanensis;Cupriavidus;Proteobacteria;Propionate_CoA_transferase;522;A9P79_05145;1148293..1149861;https://www.ncbi.nlm.nih.gov/protein/ULX51335.1;https://www.ncbi.nlm.nih.gov/nuccore/2200356071
Delftia_acidovorans;Delftia;Proteobacteria;Propionate_CoA_transferase;531;EDF72_3598;681086..682681;https://www.ncbi.nlm.nih.gov/protein/ROQ92969.1;https://www.ncbi.nlm.nih.gov/nuccore/1515821138
Dendrosporobacter_quercicolus;Dendrosporobacter;Firmicutes;Propionate_CoA_transferase;520;SAMN04488502_101299;315231..316793;https://www.ncbi.nlm.nih.gov/protein/SDL59359.1;https://www.ncbi.nlm.nih.gov/nuccore/1086584137
Desemzia_incerta;Desemzia;Firmicutes;Propionate_CoA_transferase;527;SAMN04488506_1679;20678..22261;https://www.ncbi.nlm.nih.gov/protein/SFQ37468.1;https://www.ncbi.nlm.nih.gov/nuccore/1097044367
Desulfobotulus_alkaliphilus;Desulfobotulus;Thermodesulfobacteriota;Propionate_CoA_transferase;563;LZ24_03133;553..2244;https://www.ncbi.nlm.nih.gov/protein/TWI64608.1;https://www.ncbi.nlm.nih.gov/nuccore/1716238008
Desulfococcus_multivorans;Desulfococcus;Proteobacteria;Propionate_CoA_transferase;667;SAMN02745446_02393;88208..90211;https://www.ncbi.nlm.nih.gov/protein/SKA00813.1;https://www.ncbi.nlm.nih.gov/nuccore/1152193170
Desulfoluna_spongiiphila;Desulfoluna;Thermodesulfobacteriota;Propionate_CoA_transferase;519;SAMN05216233_12169;73245..75230;https://www.ncbi.nlm.nih.gov/protein/SCY78836.1;https://www.ncbi.nlm.nih.gov/nuccore/1081631070
Desulfopila_aestuarii;Desulfopila;Thermodesulfobacteriota;Propionate_CoA_transferase;533;SAMN02745220_04066;30317..31918;https://www.ncbi.nlm.nih.gov/protein/SHO51562.1;https://www.ncbi.nlm.nih.gov/nuccore/1113981484
Dethiosulfatibacter_aminovorans;Dethiosulfatibacter;Firmicutes;Propionate_CoA_transferase;520;SAMN02745751_02563;64924..66486;https://www.ncbi.nlm.nih.gov/protein/SHJ43446.1;https://www.ncbi.nlm.nih.gov/nuccore/1110081453
Dorea_longicatena;Dorea;Firmicutes;Propionate_CoA_transferase;503;DXB16_08835;69769..71280;https://www.ncbi.nlm.nih.gov/protein/RGO32138.1;https://www.ncbi.nlm.nih.gov/nuccore/1467111038
Ensifer_adhaerens;Ensifer;Proteobacteria;Propionate_CoA_transferase;523;SAMN05421890_0673;555095..556666;https://www.ncbi.nlm.nih.gov/protein/SOC82280.1;https://www.ncbi.nlm.nih.gov/nuccore/1247752368
Enterobacter_cloacae;Enterobacter;Proteobacteria;Propionate_CoA_transferase;533;TUM17559_47910;24845..26446;https://www.ncbi.nlm.nih.gov/protein/GJK46648.1;https://www.ncbi.nlm.nih.gov/nuccore/2131559088
Enterocloster_bolteae;Enterocloster;Firmicutes;Propionate_CoA_transferase;525;HMPREF1085_02960;134623..136200;https://www.ncbi.nlm.nih.gov/protein/ENZ49396.1;https://www.ncbi.nlm.nih.gov/nuccore/AGYH01000008.1
Enterocloster_citroniae;Enterocloster;Firmicutes;Propionate_CoA_transferase;525;SAMN05216568_11643;45664..47241;https://www.ncbi.nlm.nih.gov/protein/SFS23639.1;https://www.ncbi.nlm.nih.gov/nuccore/1099494349
Enterocloster_clostridioformis;Enterocloster;Firmicutes;Propionate_CoA_transferase;527;SAMN05216521_10915;4489..6072;https://www.ncbi.nlm.nih.gov/protein/SEU18754.1;https://www.ncbi.nlm.nih.gov/nuccore/1094899495
Enterococcus_avium;Enterococcus;Firmicutes;Propionate_CoA_transferase;524;G15_3112;3058012..3059586;https://www.ncbi.nlm.nih.gov/protein/BBM19432.1;https://www.ncbi.nlm.nih.gov/nuccore/1861653135
Enterococcus_malodoratus;Enterococcus;Firmicutes;Propionate_CoA_transferase;524;SAMN04487821_10644;49110..50684;https://www.ncbi.nlm.nih.gov/protein/SET10154.1;https://www.ncbi.nlm.nih.gov/nuccore/1094699552
Escherichia_albertii;Escherichia;Proteobacteria;Propionate_CoA_transferase;513;pct;1725068..1726609;https://www.ncbi.nlm.nih.gov/protein/AHE59509.1;https://www.ncbi.nlm.nih.gov/nuccore/569535620
Escherichia_coli;Escherichia;Proteobacteria;Propionate_CoA_transferase;523;DH22_3201;171470..173041;https://www.ncbi.nlm.nih.gov/protein/KDN06252.1;https://www.ncbi.nlm.nih.gov/nuccore/636873033
Escherichia_marmotae;Escherichia;Proteobacteria;Propionate_CoA_transferase;523;FM737_000269;302747..304318;https://www.ncbi.nlm.nih.gov/protein/KAF3713495.1;https://www.ncbi.nlm.nih.gov/nuccore/1824482498
Eubacterium_aggregans;Eubacterium;Firmicutes;Propionate_CoA_transferase;530;SAMN04515656_102203;186050..187642;https://www.ncbi.nlm.nih.gov/protein/SEA02633.1;https://www.ncbi.nlm.nih.gov/nuccore/1088783928
Eubacterium_callanderi;Eubacterium;Firmicutes;Propionate_CoA_transferase;518;SAMN04487888_10568;63637..65193;https://www.ncbi.nlm.nih.gov/protein/SFO81444.1;https://www.ncbi.nlm.nih.gov/nuccore/1097808870
Eubacterium_limosum;Eubacterium;Firmicutes;Propionate_CoA_transferase;518;C7955_11048;58917..60473;https://www.ncbi.nlm.nih.gov/protein/PWW50138.1;https://www.ncbi.nlm.nih.gov/nuccore/1394063002
Faecalicatena_contorta;Faecalicatena;Firmicutes;Propionate_CoA_transferase;516;CE91St64_01700;212821..214428;https://www.ncbi.nlm.nih.gov/protein/GKH34809.1;https://www.ncbi.nlm.nih.gov/nuccore/2188278183
Faecalicatena_orotica;Faecalicatena;Firmicutes;Propionate_CoA_transferase;526;A8806_11245;51635..53215;https://www.ncbi.nlm.nih.gov/protein/PWJ23800.1;https://www.ncbi.nlm.nih.gov/nuccore/1390725078
Faecalitalea_cylindroides;Faecalitalea;Firmicutes;Propionate_CoA_transferase;517;EC1_11870;1101268..1102821;https://www.ncbi.nlm.nih.gov/protein/CBK88671.1;https://www.ncbi.nlm.nih.gov/nuccore/295098739
Flavonifractor_plautii;Flavonifractor;Firmicutes;Propionate_CoA_transferase;521;atoA_2;43856..45421;https://www.ncbi.nlm.nih.gov/protein/CUQ56338.1;https://www.ncbi.nlm.nih.gov/nuccore/933376655
Franzmannia_pantelleriensis;Franzmannia;Proteobacteria;Propionate_CoA_transferase;518;SAMN05192555_11234;29514..31070;https://www.ncbi.nlm.nih.gov/protein/SDM34811.1;https://www.ncbi.nlm.nih.gov/nuccore/1086669301
Frisingicoccus_caecimuris;Frisingicoccus;Firmicutes;Propionate_CoA_transferase;522;EV212_108108;102333..103901;https://www.ncbi.nlm.nih.gov/protein/TCO84348.1;https://www.ncbi.nlm.nih.gov/nuccore/1588614966
Fusobacterium_animalis;Fusobacterium;Fusobacteria;Propionate_CoA_transferase;516;HMPREF0401_02329;11355..12905;https://www.ncbi.nlm.nih.gov/protein/EGN65149.1;https://www.ncbi.nlm.nih.gov/nuccore/ACUO01000041.1
Fusobacterium_equinum;Fusobacterium;Fusobacteria;Propionate_CoA_transferase;516;HMPREF3206_01608;103995..105545;https://www.ncbi.nlm.nih.gov/protein/KXA13150.1;https://www.ncbi.nlm.nih.gov/nuccore/KQ956568.1
Fusobacterium_necrophorum;Fusobacterium;Fusobacteria;Propionate_CoA_transferase;514;SAMN02983009_02235;6102..7646;https://www.ncbi.nlm.nih.gov/protein/SDB46257.1;https://www.ncbi.nlm.nih.gov/nuccore/1086179081
Fusobacterium_nucleatum;Fusobacterium;Fusobacteria;Propionate_CoA_transferase;528;FN0814;1472857..1474443;https://www.ncbi.nlm.nih.gov/protein/AAL95010.1;https://www.ncbi.nlm.nih.gov/nuccore/20095250
Fusobacterium_vincentii;Fusobacterium;Fusobacteria;Propionate_CoA_transferase;406;FNV1831;4952..6172;https://www.ncbi.nlm.nih.gov/protein/EAA24962.1;https://www.ncbi.nlm.nih.gov/nuccore/27887885
Garciella_nitratireducens;Garciella;Firmicutes;Propionate_CoA_transferase;515;DFR81_10618;17554..19101;https://www.ncbi.nlm.nih.gov/protein/RBP43980.1;https://www.ncbi.nlm.nih.gov/nuccore/1423392596
Geodermatophilus_obscurus;Geodermatophilus;Actinobacteria;Propionate_CoA_transferase;633;SAMN05660359_03934;144302..146203;https://www.ncbi.nlm.nih.gov/protein/SFO50487.1;https://www.ncbi.nlm.nih.gov/nuccore/1097992816
Georgenia_muralis;Georgenia;Actinobacteria;Propionate_CoA_transferase;539;EDD32_0700;806129..807748;https://www.ncbi.nlm.nih.gov/protein/RPF26266.1;https://www.ncbi.nlm.nih.gov/nuccore/1519437359
Gluconacetobacter_diazotrophicus;Gluconacetobacter;Proteobacteria;Propionate_CoA_transferase;531;FBZ86_1181;289..1884;https://www.ncbi.nlm.nih.gov/protein/TWB05113.1;https://www.ncbi.nlm.nih.gov/nuccore/1715471911
Gluconacetobacter_liquefaciens;Gluconacetobacter;Proteobacteria;Propionate_CoA_transferase;526;C7453_101262;274432..276012;https://www.ncbi.nlm.nih.gov/protein/RDI40468.1;https://www.ncbi.nlm.nih.gov/nuccore/1436119889
Halomonas_alkaliantarctica;Halomonas;Proteobacteria;Propionate_CoA_transferase;519;BDK62_10761;62333..63892;https://www.ncbi.nlm.nih.gov/protein/TDV97173.1;https://www.ncbi.nlm.nih.gov/nuccore/1596941148
Halomonas_caseinilytica;Halomonas;Proteobacteria;Propionate_CoA_transferase;519;SAMN04487952_11034;36084..37643;https://www.ncbi.nlm.nih.gov/protein/SEN10661.1;https://www.ncbi.nlm.nih.gov/nuccore/1094426977
Halomonas_korlensis;Halomonas;Proteobacteria;Propionate_CoA_transferase;654;SAMN04487955_105195;209982..211946;https://www.ncbi.nlm.nih.gov/protein/SFU65773.1;https://www.ncbi.nlm.nih.gov/nuccore/1097670930
Halomonas_ventosae;Halomonas;Proteobacteria;Propionate_CoA_transferase;654;BCL64_106147;150288..152252;https://www.ncbi.nlm.nih.gov/protein/PRY71768.1;https://www.ncbi.nlm.nih.gov/nuccore/1360110564
Heyndrickxia_coagulans;Heyndrickxia;Firmicutes;Propionate_CoA_transferase;533;HMPREF3213_01159;2241..3842;https://www.ncbi.nlm.nih.gov/protein/KWZ83823.1;https://www.ncbi.nlm.nih.gov/nuccore/KQ955812.1
Holdemanella_biformis;Holdemanella;Firmicutes;Propionate_CoA_transferase;204;EUBIFOR_01215;7810..8424;https://www.ncbi.nlm.nih.gov/protein/EEC90175.1;https://www.ncbi.nlm.nih.gov/nuccore/ABYT01000068.1
Hydrogenophaga_taeniospiralis;Hydrogenophaga;Proteobacteria;Propionate_CoA_transferase;522;KI616_03435;659094..660662;https://www.ncbi.nlm.nih.gov/protein/UCU94947.1;https://www.ncbi.nlm.nih.gov/nuccore/2116809958
Hyphomicrobium_facile;Hyphomicrobium;Proteobacteria;Propionate_CoA_transferase;647;SAMN04488557_2737;92643..94586;https://www.ncbi.nlm.nih.gov/protein/SFV36755.1;https://www.ncbi.nlm.nih.gov/nuccore/1097763078
Ignavigranum_ruoffiae;Ignavigranum;Firmicutes;Propionate_CoA_transferase;529;SAMN04488558_1075;4825..6414;https://www.ncbi.nlm.nih.gov/protein/SEQ23686.1;https://www.ncbi.nlm.nih.gov/nuccore/1094196602
Jeotgalicoccus_halotolerans;Jeotgalicoccus;Firmicutes;Propionate_CoA_transferase;521;DFR63_0366;91868..93433;https://www.ncbi.nlm.nih.gov/protein/REG25332.1;https://www.ncbi.nlm.nih.gov/nuccore/1446981279
Kerstersia_gyiorum;Kerstersia;Proteobacteria;Propionate_CoA_transferase;524;EV679_1623;381695..383269;https://www.ncbi.nlm.nih.gov/protein/RZS70225.1;https://www.ncbi.nlm.nih.gov/nuccore/1577082475
Klebsiella_michiganensis;Klebsiella;Proteobacteria;Propionate_CoA_transferase;533;L387_04555;110001..111602;https://www.ncbi.nlm.nih.gov/protein/EWF64035.1;https://www.ncbi.nlm.nih.gov/nuccore/JCNU01000027.1
Klebsiella_oxytoca;Klebsiella;Proteobacteria;Propionate_CoA_transferase;533;SK88_04969;300805..302406;https://www.ncbi.nlm.nih.gov/protein/KLY08522.1;https://www.ncbi.nlm.nih.gov/nuccore/LEUP01000010.1
Klebsiella_pneumoniae;Klebsiella;Proteobacteria;Propionate_CoA_transferase;530;SK90_05227;312011..313603;https://www.ncbi.nlm.nih.gov/protein/KLY18517.1;https://www.ncbi.nlm.nih.gov/nuccore/LEUR01000011.1
Kosakonia_radicincitans;Kosakonia;Proteobacteria;Propionate_CoA_transferase;531;SAMN03159294_0776;696173..697768;https://www.ncbi.nlm.nih.gov/protein/SES80528.1;https://www.ncbi.nlm.nih.gov/nuccore/1094880607
Lactobacillus_acetotolerans;Lactobacillus;Firmicutes;Propionate_CoA_transferase;363;LBAT_0280;284687..285778;https://www.ncbi.nlm.nih.gov/protein/BAQ56669.1;https://www.ncbi.nlm.nih.gov/nuccore/766541428
Leminorella_grimontii;Leminorella;Proteobacteria;Propionate_CoA_transferase;518;SOASR031_33400;57772..59328;https://www.ncbi.nlm.nih.gov/protein/GKX61025.1;https://www.ncbi.nlm.nih.gov/nuccore/2251626793
Ligilactobacillus_pobuzihii;Ligilactobacillus;Firmicutes;Propionate_CoA_transferase;525;IV66_GL000345;64065..65642;https://www.ncbi.nlm.nih.gov/protein/KRN98056.1;https://www.ncbi.nlm.nih.gov/nuccore/948986265
Liquorilactobacillus_mali;Liquorilactobacillus;Firmicutes;Propionate_CoA_transferase;532;IV36_GL001784;951..2549;https://www.ncbi.nlm.nih.gov/protein/KRN26627.1;https://www.ncbi.nlm.nih.gov/nuccore/948912181
Listeria_ivanovii;Listeria;Firmicutes;Propionate_CoA_transferase;527;NT05LI_2712;3528..5111;https://www.ncbi.nlm.nih.gov/protein/EFR96123.1;https://www.ncbi.nlm.nih.gov/nuccore/ADXI01001110.1
Listeria_monocytogenes;Listeria;Firmicutes;Propionate_CoA_transferase;527;pct;2242489..2244072;https://www.ncbi.nlm.nih.gov/protein/AIZ39467.1;https://www.ncbi.nlm.nih.gov/nuccore/730593635
